id;Imie;Nazwisko;Stopien
5455;Strze¿ys³awa;Bomchowska;5
5456;Tomira;Babuszkina;8
5457;Wszebora;Gryzwald;9
5458;¯anna;Werthamer;7
5459;Michalina;Zukow;8
5460;Erazma;Kinsner;4
5461;Regina;Kêpisiak;1
5462;Szarlota;Kuttela;5
5463;Karena;P³uciñski;8
5464;Regina;Dobko;2
5465;Rufina;Foll;6
5466;Ganda;Bawarowski;5
5467;Budzis³awa;Lasecki;1
5468;Ismena;Rentflajsz;8
5469;Edyta;Czernojañczyk;4
5470;Estera;Tur³a;9
5471;Amiceta;Batycz;8
5472;Manuela;Wikszyñska;4
5473;S³awa;Gutsfeld;6
5474;Talita;Zadler;1
5475;Laura;Cilind¿;8
5476;Klemencja;Kêcko;5
5477;Maryla;Morzyk;6
5478;Tacjana;Okoleñko;1
5479;Flawia;Pijawski;1
5480;Magdalena;Druszkiewicz;2
5481;Sylwana;Zubielewicz;7
5482;Ofelia;Deichman;5
5483;Nadzieja;Satuszak;7
5484;Inga;Dêbnik;7
5485;Lucja;Za³uszna;1
5486;Eligia;Bzura;5
5487;Mironiega;Libszer;5
5488;Eliga;Wilniewczyc;10
5489;Ewa;Bu³kok;5
5490;Aniceta;Endrzejko;2
5491;Stanis³awa;Bo¿e³ko;4
5492;Bernardeta;Tukarz;1
5493;Amata;£ukaszus;9
5494;Cyntia;Sycha³a;7
5495;Glikeria;Zbraniak;
5496;Adelajda;Gliszczak;
5497;Karina;Tenus;10
5498;Gerarda;Lubojemski;8
5499;Felicjana;Zagraj;5
5500;Natalia;Bru¿da;9
5501;Henryka;Drotlew;3
5502;Jeros³awa;Nierodka;2
5503;Perpetua;Syr¿ysko;5
5504;Dobrochna;Ber¿yñski;10
5505;Pryska;Lövgren;6
5506;Witos³awa;Gartowski;10
5507;Selma;Turdza;8
5508;Oda;Rubieæ;10
5509;Serafina;Farmuœ;1
5510;Asteria;Huller;10
5511;Leontyna;Potas;1
5512;Aurela;G³oza;2
5513;Stefania;Rejnus;7
5514;Alfreda;Oziemblewski;8
5515;Zenobia;Piziór;9
5516;Perpetua;Namsler;10
5517;Wiêcemi³a;Chendrykowska;8
5518;Krzesis³awa;Globœ;3
5519;Geraldyna;Korpiesiuk;9
5520;Aurelia;B¹turo;4
5521;Jagoda;Marco³;2
5522;Edwarda;Waziak;3
5523;Krzesis³awa;Haszler;2
5524;Rachela;Maciowicz;4
5525;Aspazja;Fieluf;3
5526;Sawa;Bluma;8
5527;Bartolomea;Frejgant;5
5528;Witos³awa;Waszczyn;5
5529;Ligia;Wo³czko;1
5530;Beatrycze;Choroszman;6
5531;Alfreda;Druskowska;2
5532;Wiera;Sza³szecki;4
5533;Beda;Didunek;4
5534;Adrianna;Felzyñski;1
5535;Dionizja;Trêbarczyk;8
5536;Halina;Pontow;1
5537;Dobromi³a;Kalinczak;8
5538;Edmunda;Korcza³o;4
5539;Konrada;Ga³dys;2
5540;Neomi³a;Filipa;1
5541;Albertyna;Gulliksen;9
5542;Wioletta;Œwier¿ko;3
5543;Galla;Asz;7
5544;Niemira;Szubatarska;3
5545;Tacjana;Katz;1
5546;Maria Magdalena;Afenda;9
5547;Irina;Pêger;3
5548;Lidia;Stróbel;2
5549;Dajana;Polok;9
5550;Izabela;Krzysiaczek;10
5551;Diomeda;Sieprawski;5
5552;¯anna;Wilkowiecki;8
5553;Klotylda;KaŸmirowicz;2
5554;Zdzis³awa;Brandstaedter;1
5555;Felicyta;Hacho³;3
5556;Toma;Besbir;4
5557;Amanda;Czurlej;7
5558;Romana;Stój;2
5559;Ignacja;Patrz;5
5560;Lechos³awa;Cieszkiewicz;10
5561;Modesta;Kolalczyk;5
5562;Toska;Oszak;1
5563;Berna;Niewerth;2
5564;Ludwika;Fiedusik;6
5565;Norma;Paku³o;5
5566;Adolfina;Styc;9
5567;Jowita;Sembicka;1
5568;Sulis³awa;Zamar³a;4
5569;Natasza;Krzoszlak;5
5570;Atanazja;Asparuchow;9
5571;Zofia;Kosin;9
5572;Aisza;Lachel;7
5573;Irena;Pienionske;4
5574;Mina;Bucza³;2
5575;Petronia;Skierek;6
5576;Przec³awa;Mia¿dzyk;3
5577;Ganda;Efimienko;5
5578;Odila;Podlasek;9
5579;Faustyna;Kirszanek;2
5580;Zbys³awa;Latycz;8
5581;Przybys³awa;Dymarz;8
5582;Wiêcemi³a;Norkuœ;4
5583;Sybilla;Ma³achwiejczyk;8
5584;Rachela;Rubieñska;1
5585;Toska;Apteker;9
5586;Klaudyna;Pary¿ak;10
5587;Benigna;Grabulewski;2
5588;Rozyna;Winiel;5
5589;Antonina;Stawny;7
5590;Bartolomea;Kiryniak;4
5591;Karola;Czykut;2
5592;Mechtylda;Go³ogocki;1
5593;Stefania;Heberlej;1
5594;Berta;Hotysz;10
5595;Klotylda;Niezbrycki;4
5596;Biruta;Rahmati;3
5597;Emanuela;Wecko;6
5598;Zora;Miaj³ów;7
5599;Otylia;Lendzik;4
5600;Halka;Sorby;8
5601;Wiwanna;Dratewka;4
5602;Miranda;Sznerski;9
5603;Dina;Bogdaruk;5
5604;Huberta;Mró¿;1
5605;Ludgarda;Spodarczyk;7
5606;Swiet³ana;Duszcz;6
5607;Witolda;Reben;1
5608;Zenobia;Tunczyk;5
5609;¯aklina;Pasnikowski;7
5610;Miros³awa;Haidari;6
5611;Toska;Marczyk;4
5612;Areta;Misztelo;2
5613;Boguta;Glewicki;6
5614;Lubomira;¯eliskowicz;10
5615;Potencjana;Pazys;8
5616;Ariela;Maryska;7
5617;Mindora;Kolibada;4
5618;Paula;Fotowicz;1
5619;Albina;Feyder;8
5620;Felicja;W¹pieraj;10
5621;Pola;Kluszka;1
5622;Mina;Marciniuk;3
5623;Dzier¿ys³awa;Olenderowicz;6
5624;Bo¿ys³awa;£akiœ;4
5625;Przybys³awa;Bienasiewicz;2
5626;Margareta;G³owola;5
5627;Manuela;Engelusz;3
5628;Urszula;Domusiak;6
5629;Dorota;Korszul;10
5630;Alfreda;Smoczarski;6
5631;Dawida;Bijarska;3
5632;Sieros³awa;Bernel;2
5633;Jeros³awa;Szwarerock;10
5634;Miros³awa;Cho³ata;9
5635;Strze¿ys³awa;Wêgelski;5
5636;Konrada;Jêdrzeszczak;9
5637;D¹brówka;Myszowska;4
5638;Emerencja;Alanowicz;2
5639;Beda;Lecko;4
5640;Flawia;Katarzyñczuk;8
5641;Jeros³awa;Gêœkowska;2
5642;Regina;MoroŸkowski;3
5643;Ligia;Wiczo³ek;7
5644;Ligia;Bzyka³a;9
5645;Marcela;Bigasiñska;4
5646;Faustyna;Mi³ochowicz;4
5647;Mira;Breskot;1
5648;Wiera;Kwitel;7
5649;Kolombina;Tamaszko;1
5650;Laurentyna;Spiringer;9
5651;Hermenia;Kuchalak;2
5652;Diana;£uza;10
5653;Erwina;Sa³aducha;3
5654;Sylwana;Zorij;1
5655;Gracjana;Wichta;7
5656;Julietta;Gawutta;10
5657;Fortunata;Bohonus;1
5658;Domas³awa;Gogó³a;5
5659;¯aklina;Aru³kiewicz;5
5660;Atanazja;Balceroch;1
5661;Niemira;Snitka;1
5662;Waldemara;Szwaruk;4
5663;Cyntia;Jurwicz;1
5664;Violetta;Otszak;10
5665;Gloria;Nasidek;7
5666;Dziers³awa;Kuszwara;7
5667;Alicja;Janirzewska;6
5668;Drogos³awa;Tetzlaft;3
5669;Dobis³awa;Nikieta;1
5670;Rozanna;Kordyna³;7
5671;Bolis³awa;MiedwiedŸ;9
5672;Marcjanna;Ko³os;1
5673;Olga;Marklejn;1
5674;Anatolia;Puchnata;9
5675;Liberata;Kierski;10
5676;Dominika;Kucarz;2
5677;Emiliana;Hieronim;6
5678;Filipina;Cypryjañczyk;6
5679;Orchidea;Prys³anek;3
5680;Witolda;Mitting;9
5681;Weronika;Lorek;3
5682;Ingrida;Grossel;8
5683;Witos³awa;Rozalewicz;2
5684;Adelina;Niski;7
5685;Rados³awa;Bergolc;5
5686;Loda;Boenig;1
5687;Karina;Kuszuk;7
5688;Honorata;Banszewski;4
5689;Mechtylda;Batyñski;2
5690;Wiola;Brunel;4
5691;Waleria;Starzynowska;5
5692;Cezara;Selewoñko;10
5693;Tekla;Pradier;9
5694;Marita;Sanitarowicz;9
5695;Ksymena;Kurlane;6
5696;Elwira;Sucholet;4
5697;Borzys³awa;Nikirowska;2
5698;Galla;Be¿añski;10
5699;W³odzis³awa;Che³moniewicz;9
5700;Bartolomea;Tarlicz;10
5701;Karolina;Wojnat;2
5702;Perpetua;Kierpiczów;5
5703;Augusta;Ilkowicz;10
5704;Aisza;Skotaczak;6
5705;Pia;Po³ednik;9
5706;Wincenta;Zawadyñski;8
5707;Ganda;Fr¹siek;8
5708;Kleopatra;Szymia³;4
5709;Lubosza;Nesselrode;10
5710;Sylwia;Biecuszek;10
5711;Dezyderia;£aszków;1
5712;Emiliana;Weiland;9
5713;Sybilla;Ca³becki;3
5714;Jolanta;Bajnert;3
5715;Jurata;Bisauz;9
5716;Dorota;Skowczyk;3
5717;Jowita;Zupa³a;5
5718;Boles³awa;Ob³uski;3
5719;Klementyna;Niemojowski;9
5720;Epifania;Drygal;5
5721;Asteria;Gwórek;5
5722;Jagoda;Do³hañ;1
5723;Jewdocha;Kudyk;6
5724;Konrada;Mycyk;7
5725;Innocenta;Luszek;2
5726;Margot;Lanty;2
5727;Ksaweryna;Ryffert;5
5728;Edwarda;Lebrun;2
5729;Waldemara;Brejwo;1
5730;Karolina;Dziagacz;6
5731;Emiliana;Burowycz;8
5732;Potencjana;Bronar;1
5733;Sydonia;Siergijewicz;7
5734;Kesja;Jórewicz;9
5735;Innocenta;Kiltinowicz;4
5736;Warwara;Jesieñ;6
5737;Klementyna;Jedryszczak;5
5738;Tomis³awa;Giemlich;10
5739;Krystiana;Kozimiñski;6
5740;Dezyderia;Glawzer;9
5741;Felicja;Wiœniañski;3
5742;Larysa;Poczekajczyk;1
5743;Mironiega;Hacja;4
5744;Aisza;Bajuka;9
5745;Krystiana;Sipta;6
5746;Ilza;Lawrowski;1
5747;Faustyna;Nenk;6
5748;Szymoneta;Charewicz;8
5749;Stella;Wie¿ynis;1
5750;Rozanna;Bernadziñski;10
5751;Sandra;Smiegielski;7
5752;Beatrycze;Smotrys;3
5753;Samanta;Olexiñska;4
5754;Zula;Dziuryk;4
5755;Berenika;Sierzega;9
5756;Wiola;Genster;2
5757;Jarema;Borsyk;7
5758;Benita;Chamas;1
5759;Maryla;£ukoryj;9
5760;Warwara;Mocia;2
5761;Adelajda;Take;1
5762;Laza;¯egar;5
5763;Konradyna;Fedko;2
5764;Radomi³a;Joreme;1
5765;Les³awa;Zadart;4
5766;Monika;Harasimienko;8
5767;Zefiryna;¯e¿ulewska;10
5768;Roœcis³awa;Korman;10
5769;Olimpia;Wiêcierzewski;6
5770;Saba;R¹biega;1
5771;Dobromira;Fidu³;1
5772;Geraldyna;Kreteszmann;6
5773;Margot;Kerlewicz;10
5774;Irena;Sypar;1
5775;Aniela;Tomicki;2
5776;Ró¿a;Benor;10
5777;Zawisza;Asminowicz;3
5778;Mira;Uske;10
5779;Eugenia;Zarêcka;1
5780;Dezyderia;Dryzno;2
5781;Eufrozyna;Cierzniakowski;9
5782;Les³awa;Franiowski;4
5783;Bernadeta;Fidyk;9
5784;Aurelia;Hillbruner;10
5785;Kasjana;Chojkowski;2
5786;Marianna;Kot³unowicz;1
5787;Telis³awa;Potraw;7
5788;Fausta;Rumpel;1
5789;Sofia;Lubus;7
5790;Bartolomea;Jarymkiewicz;2
5791;Greta;Wocko;6
5792;Eleonora;WoŸniacki;6
5793;Ma³gorzata;Sergiejczyk;6
5794;Eugenia;Jurasczyk;5
5795;Chwalis³awa;Stylidiotys;5
5796;Amanda;Maduch;1
5797;Ifigenia;Bak³aszczuk;10
5798;Erazma;Miliniewicz;3
5799;Sylwia;KuŸnierz;5
5800;Pia;Sapek;1
5801;Greta;Fetyñski;2
5802;Lubosza;B³a¿eniec;4
5803;Iwona;Czerzawska;2
5804;Greta;Gawinski;1
5805;Józefa;Izawitko;4
5806;Alma;Mondryga³;1
5807;Wojs³awa;Borbowski;6
5808;¯aneta;Prandota-Prandecki;5
5809;Estera;M¹kobocki;1
5810;Imis³awa;Klaczak;4
5811;Dobroniega;Retta;8
5812;Sandra;Herasimiuk;5
5813;Narcyza;Grening;10
5814;Jarema;Groblicki;6
5815;Innocenta;Jamulewicz;1
5816;Diomada;Biatas;9
5817;Lidia;Matuszelewska;3
5818;Dina;Siero;3
5819;Gra¿yna;Sulipa;9
5820;Aisza;Zwi¹za³a;3
5821;Laza;Iwanos;2
5822;Huberta;£apkin;1
5823;Izabela;Domoser;2
5824;Pryscylla;Ochrymenik;5
5825;Aleksandra;Kosec;3
5826;Oksana;Krystianowski;9
5827;Ligia;Aksenow;2
5828;Gilda;Stryjak;4
5829;Asteria;Siedhoff;8
5830;Kwiryna;Czarnuchowski;1
5831;Mi³a;G³ok;1
5832;Klarysa;Ballun;3
5833;Albina;Tarapat;9
5834;Adrianna;Szczodroñ;6
5835;Epifania;Piechl;4
5836;Ernestyna;Buchanowska;1
5837;Ludgarda;Miechnowska;3
5838;Teodozja;Chajczyñska;8
5839;Ksymena;Meljon;10
5840;Sandra;Grudszok;1
5841;Maja;Smogolecka;1
5842;Georgina;Wszeteczka;5
5843;Wyszeniega;Piecewicz;2
5844;Wielis³awa;KudŸ;6
5845;Huberta;Oszkienis;3
5846;Eleonora;W³odzimirski;5
5847;Rozyna;Chorzêba;2
5848;Miros³awa;Ramonowska;5
5849;Leopolda;Gillar;9
5850;Ksymena;Rutow;1
5851;Danuta;Lisker;4
5852;Laurencja;Pfohl;10
5853;Filipina;Podnid³o;4
5854;Pola;Nowowchodzka;1
5855;Bazylissa;Myszak vel Maksymiec;8
5856;Lena;Bekera;3
5857;Agnieszka;Ciêchanowska;10
5858;Herminia;Ga³dyñ;6
5859;Aspazja;Czerneszczuk;6
5860;Paulina;L¹ca;10
5861;Adela;Kicinski;10
5862;Kryspina;Radkowiak vel Radkowski;8
5863;Jaœmina;Dragonowicz;1
5864;Saba;Gudajtiœ;6
5865;Beatrice;Burmistrzek;7
5866;Lilianna;So³kan;1
5867;Pêcis³awa;Taraœkowski;7
5868;Danuta;Wilgaszewski;1
5869;Ludgarda;Szklarek;8
5870;Greta;Ansari;1
5871;Areta;Pilguj;7
5872;Filomena;JamróŸ;8
5873;Ernesta;Bronurska;9
5874;Joachima;Hakuba;1
5875;Amiceta;Rêbicki;3
5876;Szymoneta;Bubin;4
5877;Kira;Kierys;8
5878;£ucja;Szuciaków;9
5879;Alberta;Komen¿a;4
5880;Talita;Zygauszyn;10
5881;Joanna;Ostempowska;4
5882;Stanis³awa;Musiek;3
5883;Bêdzis³awa;Stasina;1
5884;Filomena;Ekiert;1
5885;Eufemia;Kussak;5
5886;Ruta;Zbitkowski;10
5887;Ramona;Zuzner;1
5888;Dobroniega;Cza³bowski;8
5889;Enema;Lotta;2
5890;Cezara;Ogieg³o;10
5891;Isaura;Pietrzyczka;9
5892;Feliksa;Kaulbert;1
5893;Bo¿ena;Sieruta;4
5894;Szymoneta;Meca³a;6
5895;Potencjana;Bema;8
5896;Ernesta;Kurzajewski;5
5897;Bibianna;By³kowska;3
5898;Janina;Zimezki;7
5899;Boles³awa;Chrull;1
5900;Anastazja;Barcew;7
5901;Estera;£ugacz;1
5902;S³awomira;Motog;4
5903;Otylia;Kondraszczuk;4
5904;Gawry³a;Tulimska;2
5905;Biruta;Rozenów;8
5906;Laza;Zêde³;2
5907;Kordelia;Olch;5
5908;Eufemia;Lubuœka;8
5909;Liliana;Bejmowicz;9
5910;Kwiatos³awa;Polaszok;2
5911;Pola;Pazdzierny;7
5912;Sabina;Hereœniak;9
5913;Gaudencja;Alester;1
5914;Gerarda;Szurpita;6
5915;Afrodyta;Hojowski;4
5916;Zofia;Kabeliœ;7
5917;Mindora;Baczyñski vel Mróz;4
5918;Blanka;Szostakowski vel Szostak;2
5919;Samanta;Krotoœ;5
5920;Klaudyna;Floszek;8
5921;Agata;Æwirlik;7
5922;Andromeda;Fromella;1
5923;Donata;Fiedasiewicz;10
5924;Barbara;Lastoñ;9
5925;Zofia;Mojsiejczyk;8
5926;Witolda;BraŸka;10
5927;Halina;Œwia³ek;6
5928;Gustawa;Dalatowska;5
5929;Kazimiera;Szymaski;9
5930;Kamelia;Bozo³;10
5931;Sêdzis³awa;Ekloff;5
5932;Kwiryna;Dermiaga;2
5933;Sebastiana;Ciecielowska;8
5934;Ariadna;Matillek;3
5935;Albina;Derêczowska;8
5936;Melania;Kuroczik;10
5937;Areta;Karzyk;2
5938;¯ywia;Sedzysko;9
5939;Seweryna;Tofkin;7
5940;Ewa;Pocak;5
5941;Józefina;Wilaine;10
5942;Adelajda;Dudzicki;10
5943;Eleonora;Grutmeyer;5
5944;Malwina;Kawulke;8
5945;Pola;Bystrzycki;7
5946;Rudolfina;Gomu³owski;8
5947;Hildegarda;¯a³obiak;2
5948;Kordula;Dubieszko;7
5949;Donata;Taszek;9
5950;Lucylla;Dwulat;1
5951;Krystiana;Paprza³ek;1
5952;Dyzma;Jawaszek;3
5953;Marina;Dejmkowska;1
5954;Diomeda;Farmus;7
5955;Dawida;Zdrojowy;1
5956;Dalila;Nieœcieluk;1
5957;Józefa;Witowski;5
5958;Albertyna;Dró¿d¿;9
5959;Blanka;Treptowska;2
5960;Nadzieja;Dubeñczuk;5
5961;Koleta;Bend¿era;10
5962;Witos³awa;Hauka;10
5963;Honorata;Próchyñski;5
5964;Marietta;Chrystowiak;4
5965;Waleriana;Finkielkraut;6
5966;S³awomira;Berkieszczyk;7
5967;Salome;Mezgelska;8
5968;Maria Magdalena;Juryk;1
5969;Eunika;Krist;9
5970;Jaros³awa;Bonda;3
5971;¯aklina;Sornberger;9
5972;D¹brówka;Patentas;2
5973;Rozyna;Ogonowicz;10
5974;Maria Magdalena;Drzewko;3
5975;Romana;Lewartowski;2
5976;Kleopatra;Widziniewicz;8
5977;Rufina;Parol;1
5978;Julita;Hierseman;7
5979;Przybys³awa;Niklic;8
5980;Eliga;Cziba;2
5981;Maria;Werzberg;1
5982;Anna;Hanczyszyn;8
5983;Jeros³awa;Klemiada;4
5984;¯alina;Jarmickyj;8
5985;Emanuela;Wojciaszczyk;2
5986;Elwira;Garniec;10
5987;Edyta;Szmittka;1
5988;Amadea;Hryniszczuk;9
5989;Marzanna;Gnidek;9
5990;Ligia;Hasuliñska;1
5991;Klaudyna;Mrozik;4
5992;Matylda;Ko³owata;3
5993;Bo¿eciecha;Bardoga;8
5994;Dionizja;Pankala;4
5995;Ignacja;Dierlich;10
5996;Aleksandra;Orlicki;3
5997;Edda;Budryl;7
5998;Marina;Kozalan;9
5999;Gertruda;Rinn;1
6000;Teodoryka;Kubeæ;5
6001;Stanis³awa;Rosiniak;10
6002;Filipina;Halara;7
6003;Dobis³awa;Kohlhoff;6
6004;Daria;Bowhan;7
6005;Romualda;Karkorz;9
6006;Irmina;Frañ;3
6007;Placydia;Pucher;4
6008;Izabela;Misiulewicz;
6009;Stella;Stalega;2
6010;Ciechos³awa;Dondo;3
6011;Ewdokia;Foldfebel;5
6012;Paula;Stroczuk;9
6013;Judyta;Bologna;7
6014;Hanna;Minnich;1
6015;Herminia;Suchdolski;10
6016;Imis³awa;W³¹czyñska;4
6017;Cyriaka;Ko³osiuk;8
6018;Angelika;Kordyjarek;5
6019;Budzis³awa;Ziebell;5
6020;Wiwanna;Solnica;1
6021;Halka;Bortuk;8
6022;Dobrocha;Jakimik;5
6023;Franciszka;Trzecicki;1
6024;Cyriaka;Ta³achy;4
6025;Stefania;Ro¿ycz;10
6026;Paloma;Barczyñski;4
6027;Kamila;Glaubic;3
6028;Paulina;Hejnej;6
6029;Iga;Bugaczewska;4
6030;Stanis³awa;¬rebiecki;5
6031;Maryna;Cype³;3
6032;Marika;Prengler;9
6033;Roœcis³awa;Peza;1
6034;Idalia;Rzyczniak;3
6035;Paulina;Chynar;1
6036;Domas³awa;Linczowski;6
6037;Wincentyna;Matrêczyk;2
6038;Domicela;Loer;9
6039;Cezaryna;Otyniec;10
6040;Nimfa;Marada;2
6041;Edda;¯yna;1
6042;Szeliga;Bick;6
6043;Gracja;Giersztejn;6
6044;Milena;Trepizur;7
6045;Klara;Dzigoluk;2
6046;Marzena;£aboda;9
6047;Bibianna;Hyter;5
6048;Eudokia;Iwoniec;1
6049;Roberta;Sarosko;4
6050;Rebeka;Rerak;9
6051;Flora;Kadniak;1
6052;Rafaela;Matzker;7
6053;Diana;Zalopana;9
6054;Adolfa;Ga³wiczek;5
6055;Galla;Dagis;4
6056;Teresa;Dumarecka;10
6057;Drogos³awa;Piechowak;7
6058;Leonida;Beczuch;10
6059;¯aneta;Olenderzyñski;1
6060;Sabina;Œlioch;2
6061;Waldemara;Zwior;4
6062;Albina;Go³duñska;4
6063;Wiktoria;Bondarczuk;3
6064;Elwira;Dow³aszewicz;2
6065;Iwetta;Laksi;7
6066;Manfreda;Selwaczek;7
6067;Witos³awa;Langder;3
6068;Potencjana;Mi³ochowicz;4
6069;Karola;Cho³ociñski;3
6070;Alma;Sylapczuk;6
6071;S³awa;Liwalski;5
6072;Wyszes³awa;Helisz;5
6073;Kornelia;Iwonowiec;4
6074;Szarlota;Futarcz;9
6075;Margot;Gniesdzia;2
6076;Henryka;Sokó³-Szahin;2
6077;Wiktoria;Spiewak;8
6078;Kalina;Faryn;7
6079;Przybys³awa;Babika;9
6080;Matylda;Artiemiew;7
6081;Madlena;Urbasek;10
6082;Karolina;Geletta;8
6083;Romana;Gerodymu;6
6084;Ligia;Puzga;4
6085;Rudolfa;Fiebier;8
6086;Kamilla;Srobka;5
6087;Leonarda;Karni³a;4
6088;Amadea;Bórakiewicz;9
6089;Przemys³awa;Dubiecha;6
6090;Ernestyna;Markienowicz;2
6091;Natasza;Freuszof;4
6092;Eryka;Solczak;8
6093;Dalila;Myhel;4
6094;Edmunda;P³aszczok;10
6095;Arletta;Taroñska;8
6096;Lea;Po³hañ;9
6097;Paulina;Bia³yszczak;3
6098;Patrycja;Habasz;2
6099;Balbina;Alberusiak;3
6100;Ewelina;Chmidarska;9
6101;Ozanna;Liczmanienko;4
6102;Rita;Beckhaus;1
6103;Sewera;Ruryk;3
6104;Wierzchos³awa;Ottlewski;5
6105;Szeliga;Babilec;4
6106;Placydia;Janczuro;10
6107;Lubomi³a;Szymañczykiewicz;4
6108;Augusta;Nowiasz;4
6109;Areta;Wendrowny;7
6110;Michalina;Fladen;10
6111;Leonia;Zmiendak;1
6112;Rufina;Szel¹szkiewicz;1
6113;Les³awa;Hacker;1
6114;Eryka;Gawcarek;10
6115;Cezaryna;Pytla;1
6116;Perpetua;Kuchaczyñski;1
6117;Daniela;Streuzel;8
6118;Brygida;Aleksanderczyk;8
6119;Wis³awa;Raszetnik;5
6120;Bryda;Bruuner;7
6121;Daniela;Matuszny;1
6122;Nina;Puto;4
6123;£ucja;Pacmolczyk;7
6124;Wilhelmina;Dacer;1
6125;Sêdzis³awa;Zenicki;7
6126;Biruta;Tymendorf;6
6127;Dzier¿ys³awa;Penina;1
6128;Jadwiga;Weryszak;1
6129;Bolis³awa;Pihur;6
6130;Odilla;¯o³niezak;5
6131;Narcyza;Zajeczkowski;1
6132;Boles³awa;Skaraburski;3
6133;Hermina;Ratajek;3
6134;Faustyna;Dobrzelak;7
6135;Eudoksja;Olendrowicz;4
6136;Karina;Mrozak;10
6137;Emerencja;Brakonier;8
6138;Emilia;Hernacki;4
6139;Fryda;Totka;1
6140;Samuela;Szczebrowski;8
6141;Herminia;Bryj;2
6142;Beata;Powelec;10
6143;Rozyna;Szostkowski;2
6144;Selma;Ga³uszek;9
6145;Ifigenia;Tajduœ;8
6146;Wojciecha;Pieni¹¿kowski;3
6147;Kinga;Szonwald;3
6148;Ewa;Falsztykier;3
6149;Felicjana;Œciborek;8
6150;¯alina;Sigulla;2
6151;¯egota;Skarysz;2
6152;Debora;Gojcz;6
6153;Liberata;Wirwihs;8
6154;Lucylla;Swiekatun;9
6155;Inez;Pliskowski;9
6156;Wincenta;Grycan;8
6157;Innocenta;Pa¿dzierski;6
6158;Irina;Sarnicz;4
6159;Lubomi³a;Nachulewicz vel Naulewic;1
6160;Aida;Schiff;8
6161;Gizela;Czendlik;10
6162;Miriam;Rakuæ;1
6163;Bernadetta;Kierka;1
6164;Petronia;Bastion;3
6165;Monika;Majersfeld;7
6166;Berenika;Monika³o;6
6167;Liza;Sztabla;1
6168;Rozanna;Wallas;2
6169;Aleksandra;Oskarbski;9
6170;Nadzieja;Biernasiewicz;3
6171;Filipina;¯ó³awnik;10
6172;Irmina;Petit;1
6173;Konradyna;Fanert;4
6174;Przybys³awa;Borond;7
6175;Ofelia;Micharska;8
6176;Cezara;Kluznik;3
6177;Krystiana;P³otecki;8
6178;Kordelia;Chluba;7
6179;Cyntia;Grymasiuk;1
6180;Atanazja;Heloch;1
6181;Talita;Uceichowski;7
6182;Juda;Sztrygiel;7
6183;Gryzelda;Kachalik;1
6184;Salomea;Selwit;6
6185;Marzena;Wierda³;10
6186;Ludgarda;Poprada;8
6187;Budzis³awa;Bonet;1
6188;Liberata;Burlingis;6
6189;Melania;Sobylok;9
6190;Romualda;Odowczyc;5
6191;Loretta;Kopfer;6
6192;Cecylia;Dzioñska;6
6193;Dajana;Stofiej;10
6194;Agata;Haidrowska;8
6195;Barbara;Cicna;3
6196;Kordula;Usci³³o;2
6197;Janina;Konalczuk;10
6198;Toska;Ciurzycki;9
6199;Rufina;Chrupa;9
6200;Abigail;Krawczyk vel Krawczyñski;4
6201;Milena;Draniak;3
6202;Niegos³awa;¯an;4
6203;Lucjola;Marcinkowski vel Marcini;8
6204;Liliana;Bibi³³o;8
6205;Jarmi³a;Zadrusiñski;2
6206;Sydonia;Brieswitz;2
6207;Roberta;Defañski;7
6208;Liza;Dêga;1
6209;Oriana;Go³uszko;9
6210;Joachima;Pieh-Jankowska;2
6211;Matylda;Gerro;7
6212;Glikeria;Prowiedieniec;6
6213;Jagna;£opaczak;10
6214;Kordula;Straœ;10
6215;Adolfa;Kuzdej;9
6216;Gizela;Siemierzycka;5
6217;Mina;Hrychorczuk;4
6218;Hilaria;Krombel;10
6219;Klemencja;G¹szczewska;3
6220;Ró¿a;Blira;8
6221;Urszula;Babakiewicz;3
6222;Dobrawa;Korotienko;6
6223;Sydonia;¯ebroñ;6
6224;Magdalena;Geda;6
6225;Izyda;Twarog;3
6226;Albina;Grzygielewicz;2
6227;Paloma;Sistowaris;1
6228;Dajana;Budynewicz;3
6229;Saturnina;Ismai³;4
6230;Bogumi³a;Sobiechowski;2
6231;Ingeborga;Majtyka;3
6232;Alina;Grózlikowska;2
6233;Dobrawa;Bulande;5
6234;Salome;Hajos;8
6235;Bibianna;Mugensznabel;2
6236;Ma³gorzata;Strohmayer;6
6237;Niemira;Sirdyna;10
6238;Albertyna;Abdank-Kozubski;1
6239;Telimena;Dymoski;1
6240;Oda;Jakucki;2
6241;Ofelia;£andwijt;9
6242;Aurela;Pydynowski;8
6243;Zawisza;Karpyza;1
6244;Maria;Bak³óg;9
6245;Arleta;Augustak;1
6246;Marika;Chwastkowska;5
6247;Dominika;Jubiel;6
6248;Nimfa;Szczepankowicz;5
6249;Lena;Damilczak;3
6250;Otylia;Wijaszka;5
6251;Witolda;Klocman;1
6252;Milena;Lagiera;1
6253;Angela;Kozie³³o;3
6254;Rena;Borku³a;4
6255;Aniela;Kobeluch;1
6256;Tworzys³awa;Fanow;10
6257;Estera;Myœluk;5
6258;Maryla;Bartanowska;4
6259;Odilla;Sobostyl;1
6260;Przemys³awa;Grudyñ;1
6261;Klaudia;Orzykowski;9
6262;Wierzchos³awa;Wójaczek;4
